交易日期,合约系列,隐含波动率,隐含波动率(%),varietyId
2022-12-23,si2308,23.329216,23.3292,
2022-12-23,si2309,23.532824,23.5328,
2022-12-23,si2310,23.532824,23.5328,
2022-12-23,si2311,22.082535,22.0825,
2022-12-23,si2312,22.585321,22.5853,
2022-12-26,si2308,24.006271,24.0063,
2022-12-26,si2309,23.819263,23.8193,
2022-12-26,si2310,23.819263,23.8193,
2022-12-26,si2311,23.841272,23.8413,
2022-12-26,si2312,23.841272,23.8413,
2022-12-27,si2308,24.076502,24.0765,
2022-12-27,si2309,23.734976,23.735,
2022-12-27,si2310,24.293963,24.294,
2022-12-27,si2311,25.051396,25.0514,
2022-12-27,si2312,22.876203,22.8762,
2022-12-28,si2308,23.818574,23.8186,
2022-12-28,si2309,23.629917,23.6299,
2022-12-28,si2310,23.629917,23.6299,
2022-12-28,si2311,23.045013,23.045,
2022-12-28,si2312,23.045013,23.045,
2022-12-29,si2308,23.42795,23.428,
2022-12-29,si2309,23.429585,23.4296,
2022-12-29,si2310,23.429585,23.4296,
2022-12-29,si2311,23.677381,23.6774,
2022-12-29,si2312,23.677381,23.6774,
2022-12-30,si2308,24.255369,24.2554,
2022-12-30,si2309,23.083803,23.0838,
2022-12-30,si2310,23.083803,23.0838,
2022-12-30,si2311,21.040299,21.0403,
2022-12-30,si2312,19.755375,19.7554,
2023-01-03,si2308,24.527155,24.5272,
2023-01-03,si2309,24.137238,24.1372,
2023-01-03,si2310,24.137238,24.1372,
2023-01-03,si2311,24.459911,24.4599,
2023-01-03,si2312,24.459911,24.4599,
2023-01-04,si2308,23.963987,23.964,
2023-01-04,si2309,24.272021,24.272,
2023-01-04,si2310,25.899728,25.8997,
2023-01-04,si2311,22.684095,22.6841,
2023-01-04,si2312,24.318569,24.3186,
2023-01-05,si2308,24.205774,24.2058,
2023-01-05,si2309,23.982522,23.9825,
2023-01-05,si2310,23.982522,23.9825,
2023-01-05,si2311,23.982522,23.9825,
2023-01-05,si2312,23.982522,23.9825,
2023-01-06,si2308,23.822889,23.8229,
2023-01-06,si2309,23.741325,23.7413,
2023-01-06,si2310,24.121881,24.1219,
2023-01-06,si2311,23.43478,23.4348,
2023-01-06,si2312,24.271572,24.2716,
2023-01-09,si2308,23.5663,23.5663,
2023-01-09,si2309,24.089636,24.0896,
2023-01-09,si2310,24.089636,24.0896,
2023-01-09,si2311,24.089636,24.0896,
2023-01-09,si2312,24.089636,24.0896,
2023-01-11,si2308,23.379905,23.3799,
2023-01-11,si2312,23.62932,23.6293,
2023-01-11,si2311,23.62932,23.6293,
2023-01-11,si2309,23.62932,23.6293,
2023-01-11,si2310,23.62932,23.6293,
2023-01-12,si2308,23.619609,23.6196,
2023-01-12,si2309,22.846126,22.8461,
2023-01-12,si2310,22.846126,22.8461,
2023-01-12,si2311,22.846126,22.8461,
2023-01-12,si2312,22.846126,22.8461,
2023-01-13,si2308,23.275752,23.2758,
2023-01-13,si2312,23.180482,23.1805,
2023-01-13,si2309,23.180482,23.1805,
2023-01-13,si2311,23.180482,23.1805,
2023-01-13,si2310,23.180482,23.1805,
2023-01-16,si2312,23.414625,23.4146,
2023-01-16,si2311,23.414625,23.4146,
2023-01-16,si2310,24.363293,24.3633,
2023-01-16,si2309,24.165234,24.1652,
2023-01-16,si2308,24.168592,24.1686,
2023-01-17,si2308,23.450373,23.4504,
2023-01-17,si2309,23.268356,23.2684,
2023-01-17,si2310,23.268356,23.2684,
2023-01-17,si2311,23.268356,23.2684,
2023-01-17,si2312,23.268356,23.2684,
2023-01-18,si2308,23.475703,23.4757,
2023-01-18,si2312,23.567792,23.5678,
2023-01-18,si2309,23.567792,23.5678,
2023-01-18,si2311,23.567792,23.5678,
2023-01-18,si2310,23.567792,23.5678,
2023-01-19,si2401,24.473555,24.4736,
2023-01-19,si2312,24.473555,24.4736,
2023-01-19,si2310,23.921375,23.9214,
2023-01-19,si2309,24.288282,24.2883,
2023-01-19,si2308,23.723842,23.7238,
2023-01-19,si2311,24.473555,24.4736,
2023-01-20,si2308,23.482542,23.4825,
2023-01-20,si2309,23.139753,23.1398,
2023-01-20,si2310,24.303365,24.3034,
2023-01-20,si2311,24.303365,24.3034,
2023-01-20,si2312,24.303365,24.3034,
2023-01-20,si2401,24.303365,24.3034,
2023-01-30,si2312,23.190352,23.1904,
2023-01-30,si2401,23.190352,23.1904,
2023-01-30,si2311,22.278763,22.2788,
2023-01-30,si2310,25.435129,25.4351,
2023-01-30,si2309,23.383772,23.3838,
2023-01-30,si2308,22.922873,22.9229,
2023-01-31,si2308,23.547006,23.547,
2023-01-31,si2309,23.335927,23.3359,
2023-01-31,si2310,25.504722,25.5047,
2023-01-31,si2311,25.504722,25.5047,
2023-01-31,si2312,24.286777,24.2868,
2023-01-31,si2401,23.895049,23.895,
2023-02-01,si2312,25.591465,25.5915,
2023-02-01,si2309,23.294756,23.2948,
2023-02-01,si2401,25.591465,25.5915,
2023-02-01,si2310,25.591465,25.5915,
2023-02-01,si2308,23.800356,23.8004,
2023-02-01,si2311,25.591465,25.5915,
2023-02-02,si2312,23.167977,23.168,
2023-02-02,si2401,23.0499,23.0499,
2023-02-02,si2311,23.229402,23.2294,
2023-02-02,si2308,23.141032,23.141,
2023-02-02,si2309,22.835007,22.835,
2023-02-02,si2310,28.272922,28.2729,
2023-02-03,si2312,22.81041,22.8104,
2023-02-03,si2311,22.81041,22.8104,
2023-02-03,si2308,23.145787,23.1458,
2023-02-03,si2401,22.81041,22.8104,
2023-02-03,si2310,24.586063,24.5861,
2023-02-03,si2309,23.049719,23.0497,
2023-02-06,si2308,23.13971,23.1397,
2023-02-06,si2312,23.560717,23.5607,
2023-02-06,si2401,23.560717,23.5607,
2023-02-06,si2310,23.960932,23.9609,
2023-02-06,si2309,22.862491,22.8625,
2023-02-06,si2311,23.960932,23.9609,
2023-02-07,si2401,23.043871,23.0439,
2023-02-07,si2311,23.043871,23.0439,
2023-02-07,si2312,23.043871,23.0439,
2023-02-07,si2309,23.011798,23.0118,
2023-02-07,si2310,24.172143,24.1721,
2023-02-07,si2308,23.177218,23.1772,
2023-02-08,si2308,23.178256,23.1783,
2023-02-08,si2309,22.695907,22.6959,
2023-02-08,si2310,24.832018,24.832,
2023-02-08,si2311,24.832018,24.832,
